"1",101,94.5101666666666
"2",2,13.7166666666667
"3",110,112.1555
"4",105,118.458333333333
"6",35,24.1391666666667
"7",1,2.28816666666667
"8",5,4.1585
"10",2,3.66533333333333
"16",3,2.85183333333333
"17",1,3.4635
"22",7,6.47916666666667
"23",10,8.33716666666667
"26",16,10.3748333333333
"27",159,119.595833333333
"28",1,1.99016666666667
"29",3,2.73333333333333
"31",26,23.3451666666667
"32",5,9.31533333333333
"33",1,2.15183333333333
"35",6,5.832
"36",2,3.18116666666667
"37",9,6.6885
"40",4,4.44716666666667
"42",40,35.0858333333333
"43",11,18.9985
"57",0,0.0699999999999967
"58",0,0.549166666666665
"59",0,0.0579999999999976
"62",0,-9.61453139325386e-16
"83",0,-3.50608431176624e-15
"86",0,0.0249999999999979
"92",0,-3.69038133385402e-15
"93",0,-2.88657986402541e-15
"94",0,-2.53130849614536e-15
"105",0,-2.88435941797616e-15
"106",0,-3.30846461338297e-15
"120",0,-3.1596947280832e-15
"123",0,-2.91322521661641e-15
"124",0,-2.24931184789057e-15
"136",0,-3.8702374638433e-15
"144",0,-2.00284233642378e-15
"147",0,-2.1094237467878e-15
"148",0,-2.57571741713036e-15
"149",0,-3.30402372128447e-15
"151",0,-2.95763413760142e-15
"157",0,-2.65343302885412e-15
"160",0,-3.530509218308e-15
"166",0,-2.58681964737661e-15
"167",0,-2.35367281220533e-15
"182",0,-3.43058914609173e-15
"185",0,-2.79110068390764e-15
"187",0,-2.95319324550292e-15
"188",0,-2.67785793539588e-15
"191",0,-2.8554936193359e-15
"192",0,-2.71338507218388e-15
"204",0,-3.50164341966774e-15
"205",0,-1.72750702631674e-15
"214",0,-2.49578135935735e-15
"229",0,-2.94209101525666e-15
"231",0,-3.76365605347928e-15
"232",0,-1.7874590696465e-15
"235",0,-3.36619621066347e-15
"238",0,-3.42614825399323e-15
"239",0,-3.05977465586693e-15
"241",0,-2.89768209427166e-15
"243",0,-2.92210700081341e-15
"244",0,-2.42250663973209e-15
"247",0,-3.60156349188401e-15
"248",0,-3.08197911635943e-15
"261",0,-3.71924713249427e-15
"265",0,-3.8880010322373e-15
"267",0,-3.12194714524594e-15
"276",0,-3.25295346215171e-15
"277",0,-3.30402372128447e-15
"284",0,-3.32622818177697e-15
"292",0,-3.02424751907893e-15
"294",0,-3.93463039927155e-15
"305",0,0.0499999999999978
"310",0,-3.43947093028874e-15
"311",0,-2.8643754035329e-15
"312",0,-3.33733041202322e-15
"317",0,-3.66373598126302e-15
"318",0,-3.37063710276198e-15
"319",0,-3.12638803734444e-15
"320",0,-2.4491519923231e-15
"324",0,-3.530509218308e-15
"325",0,-2.96429547574917e-15
"327",0,-2.75113265502114e-15
"328",0,-2.99316127438942e-15
"329",0,-3.38618022510673e-15
"334",0,-2.61124455391837e-15
"336",0,-2.69340105774063e-15
"337",0,-3.10418357685194e-15
"339",0,-2.15161222172355e-15
"352",0,-3.52828877225875e-15
"354",0,-2.42028619368284e-15
"355",0,-2.36477504245158e-15
"361",0,1.1
"368",0,-2.89768209427166e-15
"375",0,-3.40172334745148e-15
"381",0,-3.09308134660569e-15
"382",0,-3.61932706027801e-15
"385",0,-3.50608431176624e-15
"386",0,-3.49720252756924e-15
"393",0,-3.63931107472126e-15
"395",0,-3.60822483003176e-15
"403",0,-2.02948768901479e-15
"405",0,-1.78079773149875e-15
"406",0,-1.62092561595273e-15
"409",0,-2.76667577736589e-15
"410",0,-3.36619621066347e-15
"412",0,-2.8554936193359e-15
"413",0,-2.89102075612391e-15
"415",0,-3.33288951992472e-15
"416",0,0.0739999999999976
"418",0,-3.08197911635943e-15
"419",0,-2.63122856836162e-15
"431",0,-2.68451927354363e-15
"437",0,-1.82298620643451e-15
"446",0,-2.62900812231237e-15
"450",0,-1.93622895494627e-15
"453",0,-1.91180404840452e-15
"486",0,-3.41282557769773e-15
"495",0,-3.46833672892899e-15
"496",0,-3.27737836869346e-15
"500",0,-3.40394379350073e-15
"506",0,0.00999999999999652
"514",0,-2.77777800761214e-15
"519",0,-3.39506200930373e-15
"521",0,-3.39728245535298e-15
"522",0,-3.45723449868274e-15
"528",0,-2.66675570514963e-15
"531",0,-3.23741033980696e-15
"532",0,-2.95097279945367e-15
"534",0,-3.1952218648712e-15
"537",0,-3.06421554796543e-15
"542",0,-2.58015830922886e-15
"543",0,-2.97095681389692e-15
"545",0,-4.02122779519232e-15
"552",0,-2.8599345114344e-15
"557",0,-3.71480624039577e-15
"560",0,-2.39586128714109e-15
"564",0,-3.64597241286901e-15
"565",0,-3.1818991885757e-15
"574",0,-2.39586128714109e-15
"579",0,-3.39950290140223e-15
"586",0,-4.07673894642357e-15
"592",0,-3.43725048423948e-15
"593",0,-3.41726646979623e-15
"594",0,-3.30846461338297e-15
"595",0,-2.80442336020315e-15
"603",0,-1.81188397618826e-15
"606",0,-3.07975867031018e-15
"621",0,-3.30846461338297e-15
"622",0,-3.5704772471945e-15
"623",0,0.0866666666666652
"624",0,-3.04423153352218e-15
"627",0,-3.85913523359704e-15
"629",0,-3.57269769324375e-15
"630",0,-3.1907809727727e-15
"634",0,-3.45945494473199e-15
"637",0,-2.76001443921814e-15
"640",0,-2.84883228118815e-15
"641",0,-2.28927987677707e-15
"642",0,-3.62376795237651e-15
"646",0,-2.87325718772991e-15
"647",0,-2.81330514440015e-15
"651",0,-2.73114864057789e-15
"653",0,-3.48387985127374e-15
"655",0,-3.92130772297605e-15
"658",0,-3.9013237085328e-15
"661",0,-2.83550960489265e-15
"664",0,-2.24709140184132e-15
"667",0,0.455999999999998
"674",0,-3.98570065840431e-15
"676",0,-2.29150032282632e-15
"684",0,0.413333333333332
"687",0,-2.69784194983913e-15
"691",0,-3.35731442646647e-15
"692",0,-3.85913523359704e-15
